# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
B3783   ffffffffff9af28f 000000007fffffff 000000001a594700 ffffffffff33cfac
B3784   ffffffffffacdbfa 000000007fffffff ffffffffdf7ecc00 ffffffffffdebde9
B3785   0000000000247eed 000000007fffffff ffffffffbf9ba600 fffffffffed1bfd4
B3786   00000000005cac1c 000000007fffffff 000000002860bf00 ffffffffff7cb34d
B3787   00000000005e2123 000000007fffffff 0000000000000000 00000000006f04b1
B3788   ffffffffff8e0b3d 000000007fffffff ffffffff84542380 ffffffffff8fe8a4
B3789   0000000000542ffe 000000007fffffff 0000000069501500 ffffffffff75b6ab
B3790   fffffffffff8c97d 000000007fffffff ffffffffc2f30680 000000000079128d
B3791   000000000018a264 000000007fffffff ffffffffc6b5cf00 ffffffffffdf9d15
B3792   ffffffffffd29845 000000007fffffff ffffffffda114500 0000000000a09589
B3793   000000000074729e 000000007fffffff 000000007fffffff 0000000000c2f9ac
B3794   000000000020290a 000000007fffffff 0000000000000000 0000000000a53e75
B3795   00000000003eb651 000000007fffffff 000000005a364c00 ffffffffff8ffa82
B3796   0000000000417aae 000000007fffffff ffffffff96511680 ffffffffadfbee00
B3797   000000000019d439 000000007fffffff 000000004f0f5200 ffffffffffc3af2d
B3798   000000000018bc76 000000007fffffff ffffffffe5cb6780 0000000001e8ee06
B3799   ffffffffff908d06 000000007fffffff 000000003ec90a00 ffffffffff3f7c35
B3800   ffffffffffe9c63c 000000007fffffff fffffffff4150480 ffffffffffa1743f
B3801   000000000063c6e3 000000007fffffff 0000000000000000 00000000009d1f2b
B3802   00000000006d2365 000000007fffffff ffffffffbf8bf880 00000000010d5b14
B3803   ffffffffffe9ec8f 000000007fffffff ffffffffed199e80 000000000026f3e8
B3804   000000000057ec4e 000000007fffffff 0000000027a53500 0000000000029890
B3805   000000000005729e 000000007fffffff 0000000006a76600 ffffffffffa88366
B3806   ffffffffffa523e7 000000007fffffff 0000000029c80a00 000000000024460c
B3807   000000000017f95f 000000007fffffff 000000003389b100 0000000000b6b7b3
B3808   ffffffffff884be5 00000000198b36e0 0000000000000000 000000007fffffff
B3809   ffffffffffe4fdbd 000000007fffffff ffffffffd01e5d00 00000000006269c2
B3810   00000000000406bd 000000007fffffff ffffffff8e442080 fffffffffeb02c34
B3811   0000000000780ab3 000000007fffffff ffffffffeb5a7b80 00000000029dbf4c
B3812   0000000000486cea 000000007fffffff 0000000017d0b100 0000000000e7b8d5
B3813   0000000000484ff2 000000007fffffff ffffffffe7536b00 ffffffffff8761b4
B3814   0000000000052dbd 000000007fffffff 0000000073c50900 ffffffffff654cd3
B3815   000000000050f8bd 000000007fffffff 0000000000000000 ffffffffff6ae78b
B3816   ffffffffff8b9446 000000007fffffff 000000000c0ae500 ffffffffff4939cb
B3817   ffffffffffddf865 000000007fffffff 000000006f435000 ffffffffffa795c8
B3818   0000000000573eb3 000000007fffffff 0000000036dd4700 00000000026d505c
B3819   0000000000100251 000000007fffffff 00000000380f3800 0000000000555ae7
B3820   0000000000207014 000000007fffffff 000000007371f900 0000000001492c66
B3821   000000000050ffe6 000000007fffffff 0000000049c2d200 ffffffffff8bd2cb
B3822   00000000000afbea 000000007fffffff 0000000000000000 000000000087bfc0
B3823   ffffffffffbf301b 000000007fffffff fffffffff1bea980 ffffffffff516cb7
B3824   ffffffffff9ac249 000000007fffffff ffffffffae456900 000000000080c4ec
B3825   00000000001c9c32 000000007fffffff ffffffffb33f2980 fffffffffecf3e06
B3826   00000000003e57ce 000000007fffffff 000000007a1df100 fffffffffed05486
B3827   00000000005def76 000000007fffffff 000000001068a000 fffffffffe31ee92
B3828   ffffffffff9a2955 000000007fffffff 00000000082e8f00 fffffffffff5ac9d
B3829   00000000001db5f3 000000007fffffff 0000000000000000 ffffffffffa98d52
B3830   ffffffffff85fa86 000000007fffffff 0000000076b5ee00 ffffffffff9ace99
B3831   ffffffffff9da5be 000000007fffffff 000000005ab3fe00 000000000021fd50
B3832   0000000000177ef4 000000007fffffff fffffffff467bc80 0000000017584fe0
B3833   00000000000e68ee 000000007fffffff 000000001c72e700 ffffffffff3e1135
B3834   ffffffffffa3c432 000000007fffffff 000000007d3d3c00 ffffffffb776c800
B3835   ffffffffffdc15db 000000007fffffff 00000000378cda00 000000000042869d
B3836   00000000003dd9d2 000000007fffffff 0000000000000000 00000000006d64e5
B3837   ffffffffff8c8545 000000007fffffff 000000002c50f900 ffffffffffdc1747
B3838   000000000027a3a3 000000007fffffff ffffffff8eba8f00 0000000000310368
B3839   00000000002a1d58 000000007fffffff ffffffffc157dc00 00000000003d9333
B3840   ffffffffffbef17e 000000007fffffff 000000007824d300 fffffffffd6c9fec
B3841   00000000002b1a1e 000000007fffffff 0000000047519e00 00000000004ff8eb
B3842   000000000022d038 000000007fffffff ffffffffdbe00500 ffffffffff8f8574
B3843   ffffffffffb5a080 000000007fffffff 0000000000000000 ffffffffffc47112
B3844   ffffffffffb84e8b 000000007fffffff ffffffffbe129e80 0000000000016d66
B3845   ffffffffff889140 000000007fffffff 0000000071dec100 000000000342683c
B3846   000000000032fd15 000000007fffffff 0000000050852300 ffffffffff754b0e
B3847   00000000006eaba3 000000007fffffff ffffffff89bc7b00 000000000089b4ef
B3848   ffffffffff932c94 000000007fffffff 000000006514d500 fffffffffd7b6388
B3849   0000000000370d8c 000000007fffffff fffffffff6a9de00 0000000000419d4e
B3850   ffffffffff9dae77 000000007fffffff 0000000000000000 fffffffffffca8b2
B3851   ffffffffffee679a 000000007fffffff ffffffff8fde1c80 00000000005ddc09
B3852   ffffffffff9c00bb 000000007fffffff ffffffffbc8c5e00 0000000000ac43b9
B3853   ffffffffff9a4fa0 000000007fffffff ffffffffc1ab6500 ffffffffffdf1d66
B3854   00000000005d0b91 000000007fffffff 0000000060dc8700 fffffffffe396c24
B3855   00000000005a3473 000000007fffffff 0000000041288900 ffffffffff20c637
B3856   ffffffffffc79f98 000000007fffffff 0000000051dcde00 ffffffffffed295d
B3857   fffffffffff5f805 000000007fffffff 0000000000000000 0000000003e33b04
B3858   ffffffffffe317a1 000000007fffffff ffffffff98151100 0000000000228912
B3859   00000000003c650b 000000007fffffff 0000000048179d00 ffffffffffb4a607
B3860   ffffffffffc2c2c4 000000007fffffff 0000000050a51100 ffffffffff2e06a8
B3861   00000000003e9b54 000000007fffffff ffffffffc6b9a600 0000000000719811
B3862   ffffffffffd09091 000000007fffffff ffffffff8cdb6f80 ffffffffffb52c8b
B3863   ffffffffffa607a6 000000007fffffff 000000006e0fe000 0000000000272810
B3864   00000000007795f0 000000007fffffff 0000000000000000 00000000008a3aff
B3865   00000000001f0dcd 000000007fffffff ffffffffbf4dc100 fffffffff196a670
B3866   ffffffffffa421cd 000000007fffffff ffffffffbe836080 ffffffffff6a65f5
B3867   fffffffffff9ea6b 000000007fffffff ffffffffc156bc80 ffffffffff86ec39
B3868   ffffffffffce8824 000000007fffffff ffffffffa49e8000 ffffffffffbe7cb7
B3869   00000000001441cb 000000007fffffff 000000005026fe00 00000000006cc797
B3870   0000000000603822 000000007fffffff ffffffff83575c00 fffffffffe53bde8
B3871   0000000000001d4e 000000007fffffff 0000000000000000 0000000000a5e67d
B3872   00000000000d53c7 000000007fffffff 0000000014bb0800 ffffffffff56ede8
B3873   0000000000552eb8 000000007fffffff fffffffffd24c900 000000000084cde8
B3874   ffffffffff937451 000000007fffffff 000000007abde400 ffffffffff6a8be6
B3875   ffffffffffb0e5dc 000000007fffffff 000000007fffffff fffffffffe5df3cc
B3876   000000000046d2b6 000000007fffffff ffffffff8a7a7b00 0000000011ec0f40
B3877   ffffffffffe32e2f 000000007fffffff 000000001bc64b00 000000000099ac56
B3878   00000000004b637a 000000007fffffff 0000000000000000 ffffffffffd49f60
B3879   ffffffffffa922cb 000000007fffffff 0000000032b00c00 ffffffffff71050b
B3880   ffffffffff9daca7 000000007fffffff 000000003f9d3000 fffffffffff8c7b4
B3881   00000000003eb19c 000000007fffffff 000000003ed8b100 00000000001a7c80
B3882   00000000004610d0 000000007fffffff 0000000045febe00 0000000000081b6b
B3883   000000000041b2bb 000000007fffffff ffffffff847dee80 fffffffff81e1588
B3884   ffffffffffdd6bd2 000000007fffffff 000000004e2e5500 0000000000f93122
B3885   ffffffffff882a6b 000000007fffffff 0000000000000000 00000000001b7f28
B3886   00000000003b7d9c 000000007fffffff ffffffffa257ea80 ffffffffffca1be9
B3887   ffffffffff864ab8 000000007fffffff 000000002536a200 fffffffffbedaee0
B3888   ffffffffffa73488 000000007fffffff 0000000000cc9400 00000000001b8cbc
B3889   00000000000a00a5 000000007fffffff 0000000054e14000 0000000000b5556d
B3890   ffffffffffbf5ac5 000000007fffffff ffffffffa5e43b00 ffffffffff5474e9
B3891   ffffffffffc6dbab 000000007fffffff 0000000040654800 ffffffffff0cd021
B3892   ffffffffffa55581 000000007fffffff 0000000000000000 000000000072c9aa
B3893   ffffffffffe653f4 000000007fffffff ffffffff82571480 0000000000ca4189
B3894   fffffffffffa1dda 000000007fffffff ffffffffa738de00 00000000002ce703
B3895   fffffffffff627c3 000000007fffffff 0000000078575b00 000000000058d464
B3896   ffffffffffb4e3d2 000000007fffffff ffffffffd8b45600 0000000000ed55b0
B3897   ffffffffff931471 000000007fffffff 00000000241d6b00 fffffffffe2df2c0
B3898   00000000003cdc99 000000007fffffff 0000000014e25500 0000000000b70db3
B3899   000000000056162c 000000007fffffff 0000000000000000 000000000020ca66
B3900   ffffffffffad0199 000000007fffffff 000000002b466d00 ffffffffffe931f8
B3901   000000000051e71d 000000007fffffff ffffffff97fd0200 fffffffffeb2d9e2
B3902   0000000000202eb2 000000007fffffff 0000000041953200 fffffffffd863228
B3903   000000000063c75f 000000007fffffff 00000000300a6000 000000000075a683
B3904   ffffffffffe5affa 000000007fffffff ffffffffb448ac00 ffffffffff6685d5
B3905   00000000006c7cf7 000000007fffffff ffffffffa0f02900 ffffffffff5a41c0
B3906   0000000000157f53 000000007fffffff 0000000000000000 00000000009357b4
B3907   ffffffffff8b0828 000000007fffffff 000000006fb03a00 ffffffffff52a198
B3908   ffffffffffe60a81 000000007fffffff 0000000034708500 0000000000d75e64
B3909   ffffffffffa6c6bd 000000007fffffff 000000001f2b6b00 000000000020ae3e
B3910   ffffffffff9e3238 000000007fffffff 000000000805f100 0000000000571b3f
B3911   ffffffffff9a1ad5 000000007fffffff 00000000580b0900 000000000127fe62
B3912   0000000000303a8b 000000007fffffff 000000006ea89400 fffffffffe01064e
B3913   000000000020d95e 000000007fffffff 0000000000000000 000000000086fa53
B3914   00000000004f8a7e 000000007fffffff ffffffffa88c7a00 0000000000dfb4cc
B3915   ffffffffff9c6923 000000007fffffff 000000001677b100 ffffffffff7d1175
B3916   00000000001e5d2d 000000007fffffff 00000000176b8400 ffffffffffbf2899
B3917   000000000072e243 000000007fffffff ffffffffc8edc700 ffffffffffefa87a
B3918   00000000000ff1fa 000000007fffffff fffffffffc47e800 0000000000ba2563
B3919   000000000050dc29 000000007fffffff 000000000cfb4d00 fffffffff38e8610
B3920   fffffffffff0936a 000000007fffffff 0000000000000000 ffffffffb26d4680
B3921   ffffffffff8bf425 000000007fffffff 000000007a2b1b00 ffffffffff9e6a03
B3922   ffffffffffed11ed 000000007fffffff ffffffffe5b43e00 ffffffffff0bbe4e
B3923   00000000006cf8cc 000000007fffffff 0000000053d08000 fffffffffdff6854
B3924   ffffffffff94d366 000000007fffffff ffffffffc7ab2180 fffffffffef9011c
B3925   ffffffffff96b304 000000007fffffff ffffffff880b9b00 fffffffffc9a43f8
B3926   0000000000060075 000000007fffffff ffffffffb14e6300 0000000001f79116
B3927   ffffffffffca279d 000000007fffffff 0000000000000000 0000000004f77000
B3928   ffffffffffa35963 000000007fffffff ffffffff8243ef80 ffffffffff93ab3d
B3929   0000000000473775 000000007fffffff ffffffffab794900 ffffffffff42f486
B3930   00000000002af5f2 000000007fffffff 00000000217d2400 0000000027f7f280
B3931   00000000000fc206 000000007fffffff 0000000037f72700 ffffffffffd46690
B3932   ffffffffffc0a7af 000000007fffffff 00000000356a0800 000000000467eb60
B3933   0000000000732082 000000007fffffff ffffffffcf65a300 00000000005a3517
B3934   ffffffffffeeff05 000000007fffffff 0000000000000000 0000000000d53bd0
B3935   00000000003bbab9 000000007fffffff ffffffffedcfa980 fffffffffff0813e
B3936   0000000000688b1a 000000007fffffff 0000000036387d00 0000000000c9b600
B3937   00000000005f1bac 000000007fffffff 00000000690bec00 ffffffffff4d2347
B3938   ffffffffffdb08b5 000000007fffffff 0000000033dc0000 0000000000c250ab
B3939   00000000006266f2 000000007fffffff 000000003482b200 000000000002d277
B3940   fffffffffffbb9d0 000000007fffffff 000000000d8c3c00 ffffffffff8079f5
B3941   0000000000581bf9 000000007fffffff 0000000000000000 000000000547b6f8
B3942   0000000000304b1c 000000007fffffff 0000000029dd2c00 fffffffffff1a421
B3943   000000000018dbce 000000007fffffff 000000006ccb6c00 ffffffffff3b034b
B3944   ffffffffffe60b34 000000007fffffff ffffffffe3cd1300 ffffffffffa44d3f
B3945   00000000000a7b59 000000007fffffff 0000000018b63300 ffffffffffc4a802
B3946   ffffffffffec25e5 000000007fffffff ffffffffd63aa680 fffffffffc5294a4
B3947   00000000001109c4 000000007fffffff 0000000059f84900 fffffffffff14c0d
B3948   ffffffffffc2949c 000000007fffffff 0000000000000000 0000000001c2e3ca
B3949   00000000003d02a0 000000007fffffff ffffffffb96cad00 fffffffffeea1f1e
B3950   000000000047d0f1 000000007fffffff ffffffff9279b100 ffffffffff13b946
B3951   00000000004e40be 000000007fffffff 00000000227e2d00 ffffffffffa7092a
B3952   000000000045a5d9 000000007fffffff 000000005c8a1300 0000000000726d29
B3953   ffffffffff9cfcd4 000000007fffffff 00000000020ed500 0000000000ab34ca
B3954   000000000023778e 000000007fffffff 000000006532aa00 00000000023128c4
B3955   00000000004541c9 000000007fffffff 0000000000000000 ffffffffff64c7ea
B3956   00000000000aab2f 000000007fffffff fffffffff8d80f00 ffffffffffd0d987
B3957   ffffffffff97c3ad 000000007fffffff ffffffffb8b19e00 000000000040dc3c
B3958   ffffffffffb3dba8 000000007fffffff ffffffffdbdf0680 0000000002f3e9ec
B3959   000000000052099b 000000007fffffff ffffffffd35cfb00 ffffffffffc378d9
B3960   00000000006902ba 000000007fffffff 000000004c653a00 ffffffffff9a0387
B3961   000000000077762b 000000007fffffff ffffffffa2e72800 00000000021c2e88
B3962   ffffffffffefa12f 000000007fffffff 0000000000000000 0000000000767855
B3963   ffffffffffa8a005 000000007fffffff ffffffffa7bb1200 000000000055439d
B3964   0000000000763e89 000000007fffffff ffffffff9d5bf300 00000000009b8eac
B3965   00000000005b0db5 000000007fffffff 0000000034a4ab00 00000000005211ea
B3966   00000000000f8d57 000000007fffffff ffffffffca3aa580 fffffffffe8b578e
B3967   fffffffffff41e53 000000007fffffff ffffffffcb102580 fffffffffdb18ddc
B3968   ffffffffffd07678 000000007fffffff ffffffffe17dcc00 ffffffffff6d50d6
B3969   fffffffffffae55c 000000007fffffff 0000000000000000 0000000008ba1070
B3970   ffffffffffb036df 000000007fffffff ffffffffefaa2a00 ffffffffffde5b7f
B3971   ffffffffffd4989f 000000007fffffff 0000000078a55900 0000000001a6cbbc
B3972   ffffffffffe85a7f 000000007fffffff 000000004a99a900 00000000007615d5
B3973   ffffffffffcbeef6 000000007fffffff 000000006205ba00 00000000044d2418
B3974   00000000006fa6b6 000000007fffffff 0000000074f55900 00000000007973be
B3975   ffffffffffd4c43c 000000007fffffff ffffffffe0ef9d80 ffffffffff3893c4
B3976   0000000000695824 000000007fffffff 0000000000000000 000000000179c00e
B3977   ffffffffffce1f0c 000000007fffffff 000000002c746800 ffffffffffd7d37f
B3978   ffffffffffe58474 000000007fffffff 000000000a627200 000000000073e106
B3979   0000000000341e6f 000000007fffffff 000000007b09b900 ffffffffe6222d00
B3980   000000000014cc41 000000007fffffff 0000000019a6c800 000000000036d707
B3981   00000000006927b5 000000007fffffff 000000007d56ea00 00000000004d4b19
B3982   ffffffffffef8b30 000000007fffffff ffffffffbab68000 ffffffffff1fe909
B3983   0000000000738e4d 000000007fffffff 0000000000000000 00000000044bd850
B3984   00000000002277f4 000000007fffffff fffffffffae52b00 0000000000362457
B3985   00000000003e13f9 000000007fffffff 0000000030936c00 ffffffffff59e2ac
B3986   fffffffffff36d8e 000000007fffffff 000000000527f000 fffffffffc086d60
B3987   000000000010d6d9 000000007fffffff ffffffffbeb74f80 ffffffffff0c10a5
B3988   ffffffffffc5776e 000000007fffffff 0000000075af7000 fffffffffff4714d
B3989   00000000000b09d3 000000007fffffff ffffffff8f280580 00000000005e0b75
B3990   ffffffffffebf0e7 000000007fffffff 0000000000000000 0000000001501c22
B3991   ffffffffff8e8930 000000007fffffff ffffffff9fc3e500 ffffffffd0458140
B3992   ffffffffffdd16fb 000000007fffffff ffffffffb2ac0100 000000000b4a9f70
B3993   fffffffffffc9369 000000007fffffff 000000007e3d3a00 fffffffffff9877d
B3994   ffffffffffba930c 000000007fffffff 000000007a3ec000 ffffffffffd83635
B3995   ffffffffffd4d0a4 000000007fffffff 0000000041295200 ffffffffff0c1f03
B3996   00000000004ac01b 000000007fffffff ffffffff8615aa00 000000000073c59b
B3997   fffffffffff3132d 000000007fffffff 0000000000000000 fffffffffdaccd74
B3998   ffffffffff9049d3 000000007fffffff ffffffff8b353880 0000000000bbf3d6
B3999   ffffffffffbfc10b 000000007fffffff ffffffffc7999300 0000000000328556
B4000   00000000003a21b0 000000007fffffff fffffffff8583600 ffffffffffded06e
B4001   ffffffffffcab4aa 000000007fffffff ffffffffc758a680 00000000003b4282
B4002   ffffffffffc9336a 000000007fffffff 0000000011dd8300 ffffffffffd2a919
B4003   ffffffffff8b8673 000000007fffffff 000000004a0bc600 ffffffffffa03c78
B4004   000000000063200e 000000007fffffff 0000000000000000 ffffffffff324765
B4005   000000000017d5a8 000000007fffffff 0000000015a1cf00 00000000170968a0
B4006   00000000007780f2 000000007fffffff 000000001d23c000 ffffffffff825cad
B4007   fffffffffffa5b32 000000007fffffff ffffffffd4a07980 ffffffffff3fbca5
B4008   00000000004d2785 000000007fffffff 000000007bed1900 00000000007d785a
B4009   0000000000505eae 000000007fffffff ffffffffe289a080 0000000008d94960
B4010   ffffffffff86960a 000000007fffffff 000000003c4aad00 00000000009e14d6
B4011   ffffffffffce69d9 000000007fffffff 0000000000000000 ffffffffff8e7dff
B4012   000000000061c682 000000007fffffff 0000000049038000 ffffffffff84b6e0
B4013   ffffffffffd35f32 000000007fffffff 00000000765f3e00 0000000001dd27a6
B4014   0000000000074b09 000000007fffffff ffffffff978e0380 00000000071a3830
B4015   0000000000586cac 000000007fffffff 000000001a620e00 ffffffffff8d14f4
B4016   ffffffffffa4e2af 000000007fffffff ffffffffc28fd200 000000000138206a
B4017   ffffffffff9206ba 000000007fffffff 0000000044bae300 0000000000961584
B4018   ffffffffffe0a24d 000000007fffffff 0000000000000000 ffffffffffcbc457
B4019   00000000002fb3de 000000007fffffff ffffffff95283580 fffffffffbe8c590
B4020   00000000002b7f67 000000007fffffff 0000000058a8e900 00000000018d423e
B4021   0000000000402463 000000007fffffff ffffffffb1ed8b00 ffffffffff39bc84
B4022   fffffffffff50902 000000007fffffff 00000000509ffa00 0000000000a0ccda
B4023   ffffffffffc1d603 000000007fffffff ffffffffdef63380 fffffffff42f9960
B4024   fffffffffff3b624 000000007fffffff ffffffffe1994900 ffffffffffbf02ec
B4025   ffffffffffd1640b 000000007fffffff 0000000000000000 0000000000dbe6bc
B4026   ffffffffffd870c4 000000007fffffff ffffffffc64fba00 00000000004e8798
B4027   ffffffffff918643 000000007fffffff ffffffffc1ce3300 0000000000383a9d
B4028   ffffffffffec4824 000000007fffffff fffffffff439f480 0000000000af3f24
B4029   00000000005ece1f 000000007fffffff ffffffffd39f0a00 00000000020abe1c
B4030   00000000002a9aec 000000007fffffff 00000000075f1400 000000000081be5d
B4031   ffffffffff8b664d 000000007fffffff 0000000014d33e00 000000000165699c
B4032   00000000000c11a3 000000007fffffff 0000000000000000 00000000011aa224
B4033   ffffffffffda77e4 000000007fffffff ffffffffbecb8800 fffffffffe88705e
B4034   00000000000215cf 000000007fffffff ffffffff8f619b80 00000000012f274c
B4035   ffffffffffc4d8af 000000007fffffff 0000000063a5b300 000000000133db1a
B4036   ffffffffffef2aa0 000000007fffffff ffffffffc8835d00 000000000005731a
B4037   ffffffffffcc9716 000000007fffffff ffffffffb67e7a00 fffffffffcce8834
B4038   0000000000425143 000000007fffffff ffffffffcde10800 fffffffffff11dd3
B4039   0000000000724aa0 000000007fffffff 0000000000000000 00000000003c4117
B4040   ffffffffffea3dc8 000000007fffffff ffffffffd0c6e180 0000000003974e7c
B4041   0000000000347a6a 000000007fffffff ffffffffb082c700 0000000000652f8b
B4042   0000000000467e35 000000007fffffff 0000000069e6f300 ffffffffff6c9392
B4043   00000000006852a3 000000007fffffff ffffffff97343500 0000000001c4bfd0
B4044   ffffffffffde3e70 000000007fffffff ffffffffd5300100 0000000000b3868a
B4045   ffffffffff8a4d6f 000000007fffffff 000000005bc78c00 ffffffffff9e7681
B4046   00000000000b92b8 000000007fffffff 0000000000000000 00000000013d2ee8
B4047   0000000000504de1 000000007fffffff ffffffffe06da000 ffffffffff7bab62
B4048   ffffffffffcd274d 000000007fffffff 0000000056625800 00000000007bb699
B4049   0000000000625301 000000007fffffff 0000000075d6e100 000000000079d8a3
B4050   0000000000754a67 000000007fffffff 0000000011fdd300 0000000000888132
B4051   00000000000cd8e0 000000007fffffff fffffffffe2ca400 00000000007d5a41
B4052   00000000000bf10a 000000007fffffff ffffffffc6568880 00000000004fceeb
B4053   ffffffffffd5181f 000000007fffffff 0000000000000000 00000000002c3857
B4054   ffffffffffe9a6c6 000000007fffffff 000000001120b500 00000000008fa058
B4055   ffffffffffcb06c6 000000007fffffff ffffffffa15f9100 ffffffffffaf6638
B4056   00000000003b5f04 000000007fffffff ffffffff9ee8e000 0000000000a4a5fc
B4057   fffffffffffc2895 000000007fffffff 000000001cd13100 ffffffffffad7372
B4058   0000000000265af4 000000007fffffff 0000000063f32800 00000000001c025e
B4059   000000000042670b 000000007fffffff ffffffffbd913200 00000000020cf87c
B4060   ffffffffffb85643 000000007fffffff 0000000000000000 00000000006551c7
B4061   000000000001d588 000000007fffffff fffffffffb080100 0000000001abf3f6
B4062   ffffffffffb8fbde 000000007fffffff ffffffffc3923700 fffffffffffe17f7
B4063   ffffffffffe45fa3 000000007fffffff ffffffffb3663880 ffffffffff96ac44
B4064   ffffffffff8d0593 000000007fffffff 00000000284b9f00 ffffffffffb9c994
B4065   ffffffffffe09a5b 000000007fffffff 00000000008e9500 0000000000ba4d5a
B4066   ffffffffffed8da6 000000007fffffff ffffffff9837d700 00000000017909ce
B4067   ffffffffffda50da 000000007fffffff 0000000000000000 00000000003e363b
B4068   ffffffffffa3f074 000000007fffffff 000000005284ed00 ffffffffff27d64d
B4069   ffffffffff94a351 000000007fffffff 000000004e40d200 ffffffffff673330
B4070   ffffffffff8f47d2 000000007fffffff 000000002a49fd00 0000000000cb8ee5
B4071   00000000001dbc43 000000007fffffff 0000000038132500 000000000020524b
B4072   00000000001fefba 000000007fffffff 000000005e5ccf00 fffffffffdab4fe0
B4073   ffffffffff9a9ec3 000000007fffffff 0000000037c05800 00000000002aca4f
B4074   ffffffffffc50816 000000007fffffff 0000000000000000 0000000003a89cd0
B4075   00000000006e74e5 000000007fffffff ffffffffa71cb400 ffffffffff065c41
B4076   000000000028cd89 000000007fffffff fffffffffad14e80 00000000005fa51b
B4077   00000000006f20de 000000007fffffff 0000000023437700 00000000275c0140
B4078   ffffffffffdf13ce 000000007fffffff ffffffffd2579d80 00000000008e6cba
B4079   ffffffffffc793cd 000000007fffffff 000000000e7f8600 0000000000c18c75
B4080   ffffffffffb86267 000000007fffffff ffffffffd1139d00 ffffffffef7429c0
B4081   00000000006e8215 000000007fffffff 0000000000000000 000000000005ed40
B4082   0000000000734ec4 000000007fffffff 0000000061e1db00 ffffffffff44985e
B4083   ffffffffffe312da 000000007fffffff ffffffff8dfb8e80 00000000003f41fc
B4084   ffffffffffe7937e 000000007fffffff 000000007d8bd800 000000001d0c2400
B4085   ffffffffffdf8126 000000007fffffff 00000000692e7c00 ffffffffff74bc0c
B4086   00000000000dde39 000000007fffffff 000000000c8b5500 ffffffffff7efdcf
B4087   ffffffffffba6bfe 000000007fffffff 0000000072d73200 000000000086f5af
B4088   000000000004e792 000000007fffffff 0000000000000000 ffffffffff85f978
B4089   ffffffffffb98581 000000007fffffff fffffffffd1bbf00 0000000003e6dc9c
B4090   0000000000303765 000000007fffffff ffffffff80000000 fffffffffe920c34
B4091   ffffffffffd533b0 000000007fffffff fffffffffe1b3600 ffffffffffafe4e6
B4092   ffffffffffe80b89 000000007fffffff 00000000217f6e00 ffffffffff7d2eed
B4093   ffffffffffef6a84 000000007fffffff ffffffffaa223800 00000000006a03c0
B4094   000000000062d767 000000007fffffff 0000000041b02e00 ffffffffff27029c
B4095   00000000000d1bf8 000000007fffffff 0000000000000000 ffffffffffeecc2f
B4096   ffffffffffbd2e4a 000000007fffffff ffffffffdf501000 fffffffffedf3614
B4097   ffffffffffcb103c 000000007fffffff 000000002a905800 ffffffffff269b14
B4098   ffffffffffb63662 000000007fffffff 00000000473c2600 fffffffffff7a920
B4099   ffffffffffb7b6b4 000000007fffffff ffffffff8fc95f00 ffffffffff88476e
B4100   00000000002a1908 000000007fffffff ffffffff96bbf500 ffffffffff6c5fb4
B4101   0000000000716e28 000000007fffffff 000000002e11a700 0000000007cf1db8
B4102   ffffffffffd1947a 000000007fffffff 0000000000000000 ffffffffffdcc0dc
B4103   ffffffffffe8284c 000000007fffffff ffffffffe1eabd00 000000000140a750
B4104   ffffffffff96ed65 000000007fffffff ffffffffcb6ec100 fffffffff866b728
B4105   ffffffffffcfedd6 000000007fffffff 0000000024a92f00 ffffffffff755767
B4106   000000000077e782 000000007fffffff ffffffffb6f8fd80 ffffffffff6d95fb
B4107   0000000000134271 000000007fffffff ffffffffdac3f780 ffffffffffa23272
B4108   00000000002b1a2a 000000007fffffff ffffffff85443200 ffffffffff69247e
B4109   ffffffffff97ff5c 000000007fffffff 0000000000000000 ffffffffff4c172a
B4110   00000000002b375c 000000007fffffff 0000000006d86000 fffffffffea30fa4
B4111   000000000042fc00 000000007fffffff 000000005e47bb00 ffffffffff65b4e6
B4112   00000000005e7dd4 000000007fffffff 0000000004a76300 ffffffffffe4d79f
B4113   ffffffffffa9ec29 000000007fffffff 0000000056cb8300 0000000000a24749
B4114   ffffffffff9227b9 000000007fffffff 0000000021433d00 fffffffffea66d46
B4115   00000000004d69d5 000000007fffffff 000000003232e800 00000000043340c0
B4116   ffffffffffcde32a 000000007fffffff 0000000000000000 fffffffffe19efb8
B4117   00000000005eb97e 000000007fffffff 000000006a3cb200 00000000001a2845
B4118   ffffffffff86098e 000000007fffffff 000000007fffffff 0000000000496b79
B4119   000000000007ece2 000000007fffffff ffffffffa25ee900 ffffffffff840cd2
B4120   ffffffffff9b9b60 000000007fffffff 0000000044f6be00 00000000005e24ef
B4121   ffffffffffd5eb42 000000007fffffff ffffffff929d0e00 000000000000db2e
B4122   000000000064e5f3 000000007fffffff ffffffffbb73fe00 0000000000fe9910
B4123   ffffffffffaa0598 000000007fffffff 0000000000000000 ffffffffff68450c
B4124   00000000003adab1 000000007fffffff 000000000f607100 fffffffffecd2b16
B4125   000000000072732b 000000007fffffff ffffffffc71cd780 ffffffffff92a5ad
B4126   ffffffffffa73e29 000000007fffffff 0000000032d16e00 000000000172451e
B4127   0000000000164345 000000007fffffff ffffffffc0367080 00000000012f834c
