# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
A49935  438fbdac        000000000000011f  rng
A49936  cad3aa24        ffffffffff962aee  rng
A49937  ce65042c        ffffffffc6bef500  rng
A49938  561a2bc0        000000007fffffff  +ovf
A49939  557e98e0        000000007fffffff  +ovf
A49940  5554e421        000000007fffffff  +ovf
A49941  cd3926a1        fffffffff46d95f0  rng
A49942  3f052759        0000000000000000  rng
A49943  c40d9732        fffffffffffffdca  rng
A49944  cab8b1d4        ffffffffffa3a716  rng
A49945  4e2fe968        000000002bfa5a00  rng
A49946  55c1ea78        000000007fffffff  +ovf
A49947  5630b2df        000000007fffffff  +ovf
A49948  526978f7        000000007fffffff  +ovf
A49949  c9b3a3f0        ffffffffffe98b82  rng
A49950  4093e240        0000000000000004  rng
A49951  c4660f79        fffffffffffffc68  rng
A49952  cab11bbf        ffffffffffa77221  rng
A49953  4e8d5846        0000000046ac2300  rng
A49954  5649c801        000000007fffffff  +ovf
A49955  7f800000        000000007fffffff  Inf
A49956  536cbb6e        000000007fffffff  +ovf
A49957  4a62d686        000000000038b5a1  rng
A49958  3efe02a4        0000000000000000  rng
A49959  c434ff3c        fffffffffffffd2d  rng
A49960  490ce1f0        000000000008ce1f  rng
A49961  4e596004        0000000036580100  rng
A49962  5597db3a        000000007fffffff  +ovf
A49963  56345bce        000000007fffffff  +ovf
A49964  5243fb14        000000007fffffff  +ovf
A49965  ca8bbfbe        ffffffffffba2021  rng
A49966  bfb4a100        ffffffffffffffff  rng
A49967  c46aa139        fffffffffffffc56  rng
A49968  c954eb08        fffffffffff2b150  rng
A49969  ce447698        ffffffffcee25a00  rng
A49970  562e2759        000000007fffffff  +ovf
A49971  551485cc        000000007fffffff  +ovf
A49972  53551133        000000007fffffff  +ovf
A49973  ca282a2e        ffffffffffd5f575  rng
A49974  bd30df96        0000000000000000  rng
A49975  c3b35c08        fffffffffffffe9a  rng
A49976  ca2d636a        ffffffffffd4a726  rng
A49977  4d95c348        0000000012b86900  rng
A49978  5653b39b        000000007fffffff  +ovf
A49979  7fc00000        0000000000000000  NaN
A49980  51e9e374        000000007fffffff  +ovf
A49981  4b0eae2b        00000000008eae2b  rng
A49982  3fa58a9d        0000000000000001  rng
A49983  c42400ca        fffffffffffffd70  rng
A49984  4a38d1d0        00000000002e3474  rng
A49985  cef8e196        ffffffff838f3500  rng
A49986  56671a25        000000007fffffff  +ovf
A49987  55a18b47        000000007fffffff  +ovf
A49988  5412bb71        000000007fffffff  +ovf
A49989  ca9814ac        ffffffffffb3f5aa  rng
A49990  bf3139dd        0000000000000000  rng
A49991  c35c74e8        ffffffffffffff24  rng
A49992  498b10c0        0000000000116218  rng
A49993  cec2bd78        ffffffff9ea14400  rng
A49994  52b7cb3c        000000007fffffff  +ovf
A49995  ff800000        ffffffff80000000  Inf
A49996  532f4093        000000007fffffff  +ovf
A49997  cb1e5013        ffffffffff61afed  rng
A49998  bd976061        0000000000000000  rng
A49999  c4773a3b        fffffffffffffc24  rng
A50000  c88985c0        fffffffffffbb3d2  rng
A50001  4c608740        0000000003821d00  rng
A50002  56108c3b        000000007fffffff  +ovf
A50003  53f7bba3        000000007fffffff  +ovf
A50004  52f72bab        000000007fffffff  +ovf
A50005  c8f2c37d        fffffffffff869e5  rng
A50006  3c3269a6        0000000000000000  rng
A50007  c1e3fb20        ffffffffffffffe4  rng
A50008  4a36de1c        00000000002db787  rng
A50009  4d7ca590        000000000fca5900  rng
A50010  55ace6c7        000000007fffffff  +ovf
A50011  5501cabe        000000007fffffff  +ovf
A50012  53adb0c5        000000007fffffff  +ovf
A50013  c9a62974        ffffffffffeb3ad2  rng
A50014  be1cb673        0000000000000000  rng
A50015  44330ce8        00000000000002cc  rng
A50016  4ad4383e        00000000006a1c1f  rng
A50017  ced0718e        ffffffff97c73900  rng
A50018  55d746ff        000000007fffffff  +ovf
A50019  56069efc        000000007fffffff  +ovf
A50020  5399cafd        000000007fffffff  +ovf
A50021  4bd65a38        0000000001acb470  rng
A50022  c047e3a3        fffffffffffffffd  rng
A50023  c457ed4e        fffffffffffffca1  rng
A50024  4ab3e99c        000000000059f4ce  rng
A50025  ceebc799        ffffffff8a1c3380  rng
A50026  551ff53e        000000007fffffff  +ovf
A50027  563078b8        000000007fffffff  +ovf
A50028  51160dd7        000000007fffffff  +ovf
A50029  cb08fa53        ffffffffff7705ad  rng
A50030  3fe41473        0000000000000001  rng
A50031  c4418e4b        fffffffffffffcfa  rng
A50032  7fc00000        0000000000000000  NaN
A50033  4e5c1ad0        000000003706b400  rng
A50034  54d8b7b3        000000007fffffff  +ovf
A50035  54b0ccc1        000000007fffffff  +ovf
A50036  51abdf73        000000007fffffff  +ovf
A50037  4b348ece        0000000000b48ece  rng
A50038  40dc3717        0000000000000006  rng
A50039  432c6f68        00000000000000ac  rng
A50040  caca44bd        ffffffffff9adda2  rng
A50041  cee4e368        ffffffff8d8e4c00  rng
A50042  5565a9fd        000000007fffffff  +ovf
A50043  50a4a7bb        000000007fffffff  +ovf
A50044  54214943        000000007fffffff  +ovf
A50045  cb300afb        ffffffffff4ff505  rng
A50046  bf88d5b4        ffffffffffffffff  rng
A50047  c397423e        fffffffffffffed2  rng
A50048  49434f90        00000000000c34f9  rng
A50049  4e181c78        0000000026071e00  rng
A50050  552a9e28        000000007fffffff  +ovf
A50051  5315470c        000000007fffffff  +ovf
A50052  7f800000        000000007fffffff  Inf
A50053  4b470071        0000000000c70071  rng
A50054  c1036baf        fffffffffffffff8  rng
A50055  c3c7d83c        fffffffffffffe71  rng
A50056  494b74e0        00000000000cb74e  rng
A50057  4ea7159c        00000000538ace00  rng
A50058  56093182        000000007fffffff  +ovf
A50059  5653f4f2        000000007fffffff  +ovf
A50060  531cd02d        000000007fffffff  +ovf
A50061  cce5ac5f        fffffffff8d29d08  rng
A50062  400ea178        0000000000000002  rng
A50063  4458ee2a        0000000000000363  rng
A50064  cad7906b        ffffffffff9437cb  rng
A50065  ce499096        ffffffffcd9bda80  rng
A50066  55bb0825        000000007fffffff  +ovf
A50067  54026b3c        000000007fffffff  +ovf
A50068  55be9560        000000007fffffff  +ovf
A50069  ca11c422        ffffffffffdb8ef8  rng
A50070  3fe01c41        0000000000000001  rng
A50071  c40be7e5        fffffffffffffdd1  rng
A50072  cac83dd5        ffffffffff9be116  rng
A50073  4d3697e0        000000000b697e00  rng
A50074  547bbcd8        000000007fffffff  +ovf
A50075  56082f17        000000007fffffff  +ovf
A50076  52aafec9        000000007fffffff  +ovf
A50077  4b4bb943        0000000000cbb943  rng
A50078  bee01706        0000000000000000  rng
A50079  440ab0fe        000000000000022a  rng
A50080  ca8b7e09        ffffffffffba40fc  rng
A50081  cec0549a        ffffffff9fd5b300  rng
A50082  5418911e        000000007fffffff  +ovf
A50083  55e3f092        000000007fffffff  +ovf
A50084  5216bd8e        000000007fffffff  +ovf
A50085  7fc00000        0000000000000000  NaN
A50086  3e0d9ccb        0000000000000000  rng
A50087  c430bf25        fffffffffffffd3e  rng
A50088  cae2061e        ffffffffff8efcf1  rng
A50089  4ee69864        00000000734c3200  rng
A50090  56682956        000000007fffffff  +ovf
A50091  5502098e        000000007fffffff  +ovf
A50092  53a7e815        000000007fffffff  +ovf
A50093  ca90638e        ffffffffffb7ce39  rng
A50094  41db373e        000000000000001b  rng
A50095  4456a966        000000000000035a  rng
A50096  ff800000        ffffffff80000000  Inf
A50097  cdd72b10        ffffffffe51a9e00  rng
A50098  55924d22        000000007fffffff  +ovf
A50099  564aee8a        000000007fffffff  +ovf
A50100  526dbbc9        000000007fffffff  +ovf
A50101  cd5c25cf        fffffffff23da310  rng
A50102  bf4d6b40        0000000000000000  rng
A50103  c457edfa        fffffffffffffca1  rng
A50104  4ab274e2        0000000000593a71  rng
A50105  ce0845d6        ffffffffddee8a80  rng
A50106  51c6c99a        000000007fffffff  +ovf
A50107  51e1c4d9        000000007fffffff  +ovf
A50108  53621168        000000007fffffff  +ovf
A50109  4b478894        0000000000c78894  rng
A50110  be444a8a        0000000000000000  rng
A50111  4401869a        0000000000000206  rng
A50112  cad08150        ffffffffff97bf58  rng
A50113  4e9a8460        000000004d423000  rng
A50114  55071e41        000000007fffffff  +ovf
A50115  54a9404d        000000007fffffff  +ovf
A50116  53220dab        000000007fffffff  +ovf
A50117  4aada968        000000000056d4b4  rng
A50118  bfb6f081        ffffffffffffffff  rng
A50119  c40b87f0        fffffffffffffdd2  rng
A50120  ca96541c        ffffffffffb4d5f2  rng
A50121  4dbe3018        0000000017c60300  rng
A50122  56165ae2        000000007fffffff  +ovf
A50123  5621115d        000000007fffffff  +ovf
A50124  568c41a2        000000007fffffff  +ovf
A50125  4b530309        0000000000d30309  rng
A50126  bf7ee8f1        0000000000000000  rng
A50127  c467f734        fffffffffffffc61  rng
A50128  4aeb032c        0000000000758196  rng
A50129  cec994b1        ffffffff9b35a780  rng
A50130  551fec40        000000007fffffff  +ovf
A50131  562b3b92        000000007fffffff  +ovf
A50132  5361d873        000000007fffffff  +ovf
A50133  4b818622        0000000001030c44  rng
A50134  bf96519c        ffffffffffffffff  rng
A50135  c3f7f465        fffffffffffffe11  rng
A50136  ca35b592        ffffffffffd2929c  rng
A50137  cef60b63        ffffffff84fa4e80  rng
A50138  7fc00000        0000000000000000  NaN
A50139  563b274f        000000007fffffff  +ovf
A50140  53241c23        000000007fffffff  +ovf
A50141  caf49c19        ffffffffff85b1f4  rng
A50142  40d58be6        0000000000000006  rng
A50143  43d55274        00000000000001aa  rng
A50144  495a2bf0        00000000000da2bf  rng
A50145  4dd531b0        000000001aa63600  rng
A50146  553686c3        000000007fffffff  +ovf
A50147  5654056d        000000007fffffff  +ovf
A50148  525d3c94        000000007fffffff  +ovf
A50149  7f800000        000000007fffffff  Inf
A50150  c0b1b77c        fffffffffffffffb  rng
A50151  43b5793c        000000000000016a  rng
A50152  4adc8912        00000000006e4489  rng
A50153  cd09a6a0        fffffffff7659600  rng
A50154  52660656        000000007fffffff  +ovf
A50155  551d5686        000000007fffffff  +ovf
A50156  52f00c2f        000000007fffffff  +ovf
A50157  cb1a9e10        ffffffffff6561f0  rng
A50158  3ec538b1        0000000000000000  rng
A50159  c263d610        ffffffffffffffc8  rng
A50160  cab86f05        ffffffffffa3c87e  rng
A50161  ce94e938        ffffffffb58b6400  rng
A50162  563307d2        000000007fffffff  +ovf
A50163  51da0bc2        000000007fffffff  +ovf
A50164  52c21924        000000007fffffff  +ovf
A50165  4b20ba5e        0000000000a0ba5e  rng
A50166  c0626487        fffffffffffffffd  rng
A50167  4411e3d8        0000000000000247  rng
A50168  4a36b86c        00000000002dae1b  rng
A50169  ce233652        ffffffffd7326b80  rng
A50170  55a15d8b        000000007fffffff  +ovf
A50171  55c2aa59        000000007fffffff  +ovf
A50172  532811ea        000000007fffffff  +ovf
A50173  4a2005d3        0000000000280174  rng
A50174  3f98ab54        0000000000000001  rng
A50175  44490cb6        0000000000000324  rng
A50176  ca984f72        ffffffffffb3d847  rng
A50177  4d5f3a20        000000000df3a200  rng
A50178  54972b2d        000000007fffffff  +ovf
A50179  54a31509        000000007fffffff  +ovf
A50180  531ec195        000000007fffffff  +ovf
A50181  ccb7d0a2        fffffffffa417af0  rng
A50182  41a5dc3f        0000000000000014  rng
A50183  c43f1a98        fffffffffffffd04  rng
A50184  ca8d4f0f        ffffffffffb95879  rng
A50185  4e8ce5d0        000000004672e800  rng
A50186  558cf1c5        000000007fffffff  +ovf
A50187  55a8df1e        000000007fffffff  +ovf
A50188  532ccc6a        000000007fffffff  +ovf
A50189  4b257492        0000000000a57492  rng
A50190  bf921d05        ffffffffffffffff  rng
A50191  7fc00000        0000000000000000  NaN
A50192  cae1a64f        ffffffffff8f2cd9  rng
A50193  cf007c86        ffffffff80000000  -ovf
A50194  554e0c32        000000007fffffff  +ovf
A50195  55e50d7d        000000007fffffff  +ovf
A50196  53434b1f        000000007fffffff  +ovf
A50197  ff800000        ffffffff80000000  Inf
A50198  bef72acc        0000000000000000  rng
A50199  c38b76ee        fffffffffffffeea  rng
A50200  49c5cf00        000000000018b9e0  rng
A50201  ce303866        ffffffffd3f1e680  rng
A50202  55ebc79a        000000007fffffff  +ovf
A50203  5587d5a9        000000007fffffff  +ovf
A50204  53206e3d        000000007fffffff  +ovf
A50205  4cefc029        00000000077e0148  rng
A50206  3f2595e2        0000000000000000  rng
A50207  4445f7fa        0000000000000317  rng
A50208  4abdc5a6        00000000005ee2d3  rng
A50209  4e873d54        00000000439eaa00  rng
A50210  555b8068        000000007fffffff  +ovf
A50211  557481e2        000000007fffffff  +ovf
A50212  52f0d8c1        000000007fffffff  +ovf
A50213  cb8a0ffb        fffffffffeebe00a  rng
A50214  3f84d27a        0000000000000001  rng
A50215  c30f9414        ffffffffffffff71  rng
A50216  4ab9f816        00000000005cfc0b  rng
A50217  4ef91b02        000000007c8d8100  rng
A50218  4fc423e0        000000007fffffff  +ovf
A50219  554947bd        000000007fffffff  +ovf
A50220  53d955cb        000000007fffffff  +ovf
A50221  4d3f2d2b        000000000bf2d2b0  rng
A50222  3d2fd467        0000000000000000  rng
A50223  4475dcac        00000000000003d7  rng
A50224  4aa0acfa        000000000050567d  rng
A50225  cdb5ca34        ffffffffe946b980  rng
A50226  55b38b46        000000007fffffff  +ovf
A50227  547091fa        000000007fffffff  +ovf
A50228  5208c259        000000007fffffff  +ovf
A50229  49188403        0000000000098840  rng
A50230  bf78ab0b        0000000000000000  rng
A50231  c4412b43        fffffffffffffcfc  rng
A50232  4ac13446        0000000000609a23  rng
A50233  cd86f4c0        ffffffffef216800  rng
A50234  5395a4e1        000000007fffffff  +ovf
A50235  56152593        000000007fffffff  +ovf
A50236  5705300b        000000007fffffff  +ovf
A50237  4ae588a0        000000000072c450  rng
A50238  c099fb87        fffffffffffffffc  rng
A50239  c3468688        ffffffffffffff3a  rng
A50240  4ae0f9e6        0000000000707cf3  rng
A50241  4e9cb926        000000004e5c9300  rng
A50242  5548135d        000000007fffffff  +ovf
A50243  564b42cd        000000007fffffff  +ovf
A50244  7fc00000        0000000000000000  NaN
A50245  4c1685d9        00000000025a1764  rng
A50246  7f800000        000000007fffffff  Inf
A50247  4303d150        0000000000000083  rng
A50248  ca06d4ba        ffffffffffde4ad2  rng
A50249  ce711e86        ffffffffc3b85e80  rng
A50250  54937b27        000000007fffffff  +ovf
A50251  521579fd        000000007fffffff  +ovf
A50252  52db5fdd        000000007fffffff  +ovf
A50253  48a46250        0000000000052312  rng
A50254  c0c2cce1        fffffffffffffffa  rng
A50255  c3bae796        fffffffffffffe8b  rng
A50256  ca87ce8e        ffffffffffbc18b9  rng
A50257  ce93f980        ffffffffb6034000  rng
A50258  559e6732        000000007fffffff  +ovf
A50259  564147c4        000000007fffffff  +ovf
A50260  5356e85e        000000007fffffff  +ovf
A50261  48e83aea        00000000000741d7  rng
A50262  be7c7aa4        0000000000000000  rng
A50263  c2e67a68        ffffffffffffff8d  rng
A50264  caf09c4f        ffffffffff87b1d9  rng
A50265  cd8841f4        ffffffffeef7c180  rng
A50266  5491fcf8        000000007fffffff  +ovf
A50267  55a66464        000000007fffffff  +ovf
A50268  4fad5d48        000000007fffffff  +ovf
A50269  4b4623d4        0000000000c623d4  rng
A50270  3d79c81f        0000000000000000  rng
A50271  c432726a        fffffffffffffd37  rng
A50272  49ccb7f8        00000000001996ff  rng
A50273  4ca175a0        00000000050bad00  rng
A50274  56248601        000000007fffffff  +ovf
A50275  5633049b        000000007fffffff  +ovf
A50276  521547c6        000000007fffffff  +ovf
A50277  cb4360d4        ffffffffff3c9f2c  rng
A50278  418a9091        0000000000000011  rng
A50279  c3f670b5        fffffffffffffe14  rng
A50280  cae8c1d4        ffffffffff8b9f16  rng
A50281  4ea19d7c        0000000050cebe00  rng
A50282  54f04d34        000000007fffffff  +ovf
A50283  52366dae        000000007fffffff  +ovf
A50284  5387cf8b        000000007fffffff  +ovf
A50285  cc8e6d3c        fffffffffb8c9620  rng
A50286  bf64e343        0000000000000000  rng
A50287  44599a36        0000000000000366  rng
A50288  4ae8cea0        0000000000746750  rng
A50289  4e4042c0        000000003010b000  rng
