== ANALYSIS ==
-- distinct st= tags seen --
    397 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:38:20.689 I/GK_STDOUT(24647): GLEDGE f=4381 st=other tr=-5069674.5,-400303.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.707 I/GK_STDOUT(24647): GLEDGE f=4382 st=other tr=-5069674.5,-403034.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.723 I/GK_STDOUT(24647): GLEDGE f=4383 st=other tr=-5069674.5,-405765.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.740 I/GK_STDOUT(24647): GLEDGE f=4384 st=other tr=-5069674.5,-408495.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.758 I/GK_STDOUT(24647): GLEDGE f=4385 st=other tr=-5069674.5,-411226.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.773 I/GK_STDOUT(24647): GLEDGE f=4386 st=other tr=-5069674.5,-413956.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.790 I/GK_STDOUT(24647): GLEDGE f=4387 st=other tr=-5069674.5,-416687.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.808 I/GK_STDOUT(24647): GLEDGE f=4388 st=other tr=-5069674.5,-419418.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.823 I/GK_STDOUT(24647): GLEDGE f=4389 st=other tr=-5069674.5,-422148.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.840 I/GK_STDOUT(24647): GLEDGE f=4390 st=other tr=-5069674.5,-424879.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.858 I/GK_STDOUT(24647): GLEDGE f=4391 st=other tr=-5069674.5,-427610.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.873 I/GK_STDOUT(24647): GLEDGE f=4392 st=other tr=-5069674.5,-430340.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.889 I/GK_STDOUT(24647): GLEDGE f=4393 st=other tr=-5069674.5,-433071.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.907 I/GK_STDOUT(24647): GLEDGE f=4394 st=other tr=-5069674.5,-435802.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.923 I/GK_STDOUT(24647): GLEDGE f=4395 st=other tr=-5069674.5,-438532.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.959 I/GK_STDOUT(24647): GLEDGE f=4396 st=other tr=-5069674.5,-441263.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.965 I/GK_STDOUT(24647): GLEDGE f=4397 st=other tr=-5069674.5,-449455.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.973 I/GK_STDOUT(24647): GLEDGE f=4398 st=other tr=-5069674.5,-452186.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.990 I/GK_STDOUT(24647): GLEDGE f=4399 st=other tr=-5069674.5,-454916.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.007 I/GK_STDOUT(24647): GLEDGE f=4400 st=other tr=-5069674.5,-457647.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.024 I/GK_STDOUT(24647): GLEDGE f=4401 st=other tr=-5069674.5,-460378.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.040 I/GK_STDOUT(24647): GLEDGE f=4402 st=other tr=-5069674.5,-463108.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.058 I/GK_STDOUT(24647): GLEDGE f=4403 st=other tr=-5069674.5,-465839.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.074 I/GK_STDOUT(24647): GLEDGE f=4404 st=other tr=-5069674.5,-468570.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.091 I/GK_STDOUT(24647): GLEDGE f=4405 st=other tr=-5069674.5,-471300.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.676 I/GK_STDOUT(24647): GLEDGE f=4440 st=other tr=-5069674.5,-520418.2,4121365.2 tv=0.0,-153833.4,0.0 |tv|=153833.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.692 I/GK_STDOUT(24647): GLEDGE f=4441 st=other tr=-5069674.5,-523050.3,4121365.2 tv=0.0,-157929.4,0.0 |tv|=157929.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.709 I/GK_STDOUT(24647): GLEDGE f=4442 st=other tr=-5069674.5,-525750.8,4121365.2 tv=0.0,-162025.4,0.0 |tv|=162025.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.727 I/GK_STDOUT(24647): GLEDGE f=4443 st=other tr=-5069674.5,-528481.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.742 I/GK_STDOUT(24647): GLEDGE f=4444 st=other tr=-5069674.5,-531212.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.760 I/GK_STDOUT(24647): GLEDGE f=4445 st=other tr=-5069674.5,-533942.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.776 I/GK_STDOUT(24647): GLEDGE f=4446 st=other tr=-5069674.5,-536673.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.793 I/GK_STDOUT(24647): GLEDGE f=4447 st=other tr=-5069674.5,-539404.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.808 I/GK_STDOUT(24647): GLEDGE f=4448 st=other tr=-5069674.5,-542134.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.827 I/GK_STDOUT(24647): GLEDGE f=4449 st=other tr=-5069674.5,-544865.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.842 I/GK_STDOUT(24647): GLEDGE f=4450 st=other tr=-5069674.5,-547596.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.860 I/GK_STDOUT(24647): GLEDGE f=4451 st=other tr=-5069674.5,-550326.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.876 I/GK_STDOUT(24647): GLEDGE f=4452 st=other tr=-5069674.5,-553057.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.893 I/GK_STDOUT(24647): GLEDGE f=4453 st=other tr=-5069674.5,-555788.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.908 I/GK_STDOUT(24647): GLEDGE f=4454 st=other tr=-5069674.5,-558519.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.927 I/GK_STDOUT(24647): GLEDGE f=4455 st=other tr=-5069674.5,-561249.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.943 I/GK_STDOUT(24647): GLEDGE f=4456 st=other tr=-5069674.5,-563980.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.960 I/GK_STDOUT(24647): GLEDGE f=4457 st=other tr=-5069674.5,-566711.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.976 I/GK_STDOUT(24647): GLEDGE f=4458 st=other tr=-5069674.5,-569441.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:21.994 I/GK_STDOUT(24647): GLEDGE f=4459 st=other tr=-5069674.5,-572172.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
  launch (large-|tv|) line count = 373
-- any non-finite floats? --
0
app_foreground=YES (org.opengoal.gk.jak1)  logcat=.autoport/reports/Gledge-glitch/run4-gledge.log
