== ANALYSIS ==
-- distinct st= tags seen --
    397 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:37:25.169 I/GK_STDOUT(24647): GLEDGE f=2097 st=other tr=-5212831.5,-231720.1,4080304.8 tv=25314.2,-163840.0,15408.9 |tv|=166498.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.184 I/GK_STDOUT(24647): GLEDGE f=2098 st=other tr=-5212411.5,-234450.8,4080574.2 tv=25205.9,-163840.0,16169.3 |tv|=166554.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.212 I/GK_STDOUT(24647): GLEDGE f=2099 st=other tr=-5211993.5,-237181.4,4080856.5 tv=25088.2,-163840.0,16928.2 |tv|=166611.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.226 I/GK_STDOUT(24647): GLEDGE f=2100 st=other tr=-5211163.5,-242642.8,4081458.8 tv=24832.4,-163840.0,18442.7 |tv|=166734.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.235 I/GK_STDOUT(24647): GLEDGE f=2101 st=other tr=-5210752.0,-245373.5,4081778.8 tv=24675.4,-163840.0,19194.5 |tv|=166795.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.252 I/GK_STDOUT(24647): GLEDGE f=2102 st=other tr=-5210343.5,-248104.1,4082111.2 tv=24507.7,-163840.0,19944.0 |tv|=166859.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.271 I/GK_STDOUT(24647): GLEDGE f=2103 st=other tr=-5209938.0,-250834.8,4082456.0 tv=24328.4,-163840.0,20690.8 |tv|=166923.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.284 I/GK_STDOUT(24647): GLEDGE f=2104 st=other tr=-5209573.0,-253565.5,4082766.2 tv=21895.5,-163840.0,18621.7 |tv|=166342.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.302 I/GK_STDOUT(24647): GLEDGE f=2105 st=other tr=-5209244.5,-256296.1,4083045.5 tv=19706.0,-163840.0,16759.5 |tv|=165869.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.319 I/GK_STDOUT(24647): GLEDGE f=2106 st=other tr=-5208916.0,-259026.8,4083337.5 tv=19713.6,-163840.0,17527.5 |tv|=165949.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.335 I/GK_STDOUT(24647): GLEDGE f=2107 st=other tr=-5208587.5,-261757.5,4083642.5 tv=19708.6,-163840.0,18295.5 |tv|=166032.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.351 I/GK_STDOUT(24647): GLEDGE f=2108 st=other tr=-5208259.5,-264488.2,4083960.2 tv=19690.8,-163840.0,19063.3 |tv|=166116.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.368 I/GK_STDOUT(24647): GLEDGE f=2109 st=other tr=-5207932.0,-267218.8,4084290.8 tv=19659.6,-163840.0,19830.6 |tv|=166202.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.387 I/GK_STDOUT(24647): GLEDGE f=2110 st=other tr=-5207605.0,-269949.5,4084634.0 tv=19614.5,-163840.0,20597.3 |tv|=166290.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.401 I/GK_STDOUT(24647): GLEDGE f=2111 st=other tr=-5207279.0,-272680.1,4084990.0 tv=19554.9,-163840.0,21363.0 |tv|=166380.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.418 I/GK_STDOUT(24647): GLEDGE f=2112 st=other tr=-5206954.5,-275410.8,4085358.8 tv=19480.1,-163840.0,22127.3 |tv|=166471.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.436 I/GK_STDOUT(24647): GLEDGE f=2113 st=other tr=-5206631.5,-278141.4,4085740.2 tv=19389.4,-163840.0,22890.0 |tv|=166563.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.452 I/GK_STDOUT(24647): GLEDGE f=2114 st=other tr=-5206310.0,-280872.1,4086134.5 tv=19281.8,-163840.0,23650.4 |tv|=166657.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.468 I/GK_STDOUT(24647): GLEDGE f=2115 st=other tr=-5205990.5,-283602.8,4086541.2 tv=19156.6,-163840.0,24408.1 |tv|=166752.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.486 I/GK_STDOUT(24647): GLEDGE f=2116 st=other tr=-5205673.5,-286333.4,4086960.8 tv=19013.3,-163840.0,25162.6 |tv|=166847.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.502 I/GK_STDOUT(24647): GLEDGE f=2117 st=other tr=-5205359.5,-289064.1,4087392.8 tv=18850.9,-163840.0,25913.3 |tv|=166944.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.519 I/GK_STDOUT(24647): GLEDGE f=2118 st=other tr=-5205048.5,-291794.7,4087837.0 tv=18668.5,-163840.0,26659.3 |tv|=167041.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.535 I/GK_STDOUT(24647): GLEDGE f=2119 st=other tr=-5204740.5,-294525.4,4088293.8 tv=18465.3,-163840.0,27399.9 |tv|=167138.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.552 I/GK_STDOUT(24647): GLEDGE f=2120 st=other tr=-5204436.5,-297256.0,4088762.8 tv=18240.7,-163840.0,28134.3 |tv|=167235.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.568 I/GK_STDOUT(24647): GLEDGE f=2121 st=other tr=-5204136.5,-299986.7,4089243.8 tv=17993.8,-163840.0,28861.6 |tv|=167333.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.586 I/GK_STDOUT(24647): GLEDGE f=2122 st=other tr=-5203841.0,-302717.3,4089736.8 tv=17723.8,-163840.0,29580.5 |tv|=167429.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.602 I/GK_STDOUT(24647): GLEDGE f=2123 st=other tr=-5203550.5,-305448.0,4090241.5 tv=17429.7,-163840.0,30290.0 |tv|=167525.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.619 I/GK_STDOUT(24647): GLEDGE f=2124 st=other tr=-5203265.5,-308178.7,4090758.0 tv=17111.0,-163840.0,30988.7 |tv|=167620.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.637 I/GK_STDOUT(24647): GLEDGE f=2125 st=other tr=-5202986.0,-310909.3,4091286.0 tv=16767.0,-163840.0,31675.4 |tv|=167714.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.652 I/GK_STDOUT(24647): GLEDGE f=2126 st=other tr=-5202712.5,-313640.0,4091825.2 tv=16397.3,-163840.0,32348.5 |tv|=167806.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.671 I/GK_STDOUT(24647): GLEDGE f=2127 st=other tr=-5202446.0,-316370.6,4092375.2 tv=16001.1,-163840.0,33006.5 |tv|=167895.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.686 I/GK_STDOUT(24647): GLEDGE f=2128 st=other tr=-5202186.5,-319101.3,4092936.0 tv=15578.5,-163840.0,33647.8 |tv|=167983.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.703 I/GK_STDOUT(24647): GLEDGE f=2129 st=other tr=-5201934.5,-321831.9,4093507.2 tv=15129.2,-163840.0,34270.6 |tv|=168068.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.718 I/GK_STDOUT(24647): GLEDGE f=2130 st=other tr=-5201690.5,-324562.6,4094088.5 tv=14653.5,-163840.0,34873.5 |tv|=168150.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.738 I/GK_STDOUT(24647): GLEDGE f=2131 st=other tr=-5201454.5,-327293.2,4094679.5 tv=14151.6,-163840.0,35454.9 |tv|=168228.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.753 I/GK_STDOUT(24647): GLEDGE f=2132 st=other tr=-5201227.5,-330023.9,4095279.8 tv=13623.9,-163840.0,36012.8 |tv|=168303.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.768 I/GK_STDOUT(24647): GLEDGE f=2133 st=other tr=-5201009.5,-332754.6,4095888.8 tv=13070.9,-163840.0,36545.8 |tv|=168374.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.787 I/GK_STDOUT(24647): GLEDGE f=2134 st=other tr=-5200801.5,-335485.2,4096506.2 tv=12493.7,-163840.0,37052.4 |tv|=168441.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.803 I/GK_STDOUT(24647): GLEDGE f=2135 st=other tr=-5200603.5,-338215.9,4097131.8 tv=11892.9,-163840.0,37530.8 |tv|=168503.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.820 I/GK_STDOUT(24647): GLEDGE f=2136 st=other tr=-5200415.5,-340946.5,4097764.8 tv=11269.8,-163840.0,37979.8 |tv|=168561.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.838 I/GK_STDOUT(24647): GLEDGE f=2137 st=other tr=-5200238.5,-343677.2,4098404.8 tv=10625.8,-163840.0,38398.2 |tv|=168614.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.853 I/GK_STDOUT(24647): GLEDGE f=2138 st=other tr=-5200072.5,-346407.8,4099051.2 tv=9962.5,-163840.0,38785.3 |tv|=168662.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.868 I/GK_STDOUT(24647): GLEDGE f=2139 st=other tr=-5199918.0,-349138.5,4099703.5 tv=9281.4,-163840.0,39140.2 |tv|=168705.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.889 I/GK_STDOUT(24647): GLEDGE f=2140 st=other tr=-5199775.0,-351869.2,4100361.2 tv=8584.3,-163840.0,39462.4 |tv|=168743.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.903 I/GK_STDOUT(24647): GLEDGE f=2141 st=other tr=-5199644.0,-354599.8,4101023.8 tv=7872.9,-163840.0,39751.7 |tv|=168777.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.918 I/GK_STDOUT(24647): GLEDGE f=2142 st=other tr=-5199525.0,-357330.5,4101690.5 tv=7148.9,-163840.0,40007.9 |tv|=168805.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.939 I/GK_STDOUT(24647): GLEDGE f=2143 st=other tr=-5199418.0,-360061.1,4102361.0 tv=6414.0,-163840.0,40231.2 |tv|=168829.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.953 I/GK_STDOUT(24647): GLEDGE f=2144 st=other tr=-5199323.5,-362791.8,4103034.8 tv=5670.1,-163840.0,40422.0 |tv|=168848.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.969 I/GK_STDOUT(24647): GLEDGE f=2145 st=other tr=-5199241.5,-365522.4,4103711.0 tv=4918.7,-163840.0,40580.8 |tv|=168862.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:25.993 I/GK_STDOUT(24647): GLEDGE f=2146 st=other tr=-5199172.0,-368253.1,4104389.5 tv=4161.4,-163840.0,40708.6 |tv|=168872.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.016 I/GK_STDOUT(24647): GLEDGE f=2147 st=other tr=-5199063.0,-373714.4,4105750.2 tv=3150.4,-163840.0,40838.7 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.034 I/GK_STDOUT(24647): GLEDGE f=2148 st=other tr=-5198996.0,-379175.7,4107113.8 tv=2004.5,-163840.0,40910.9 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.038 I/GK_STDOUT(24647): GLEDGE f=2149 st=other tr=-5198979.5,-381906.4,4107796.2 tv=1000.0,-163840.0,40947.8 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.052 I/GK_STDOUT(24647): GLEDGE f=2150 st=other tr=-5198969.0,-384637.0,4108478.8 tv=636.0,-163840.0,40955.1 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.069 I/GK_STDOUT(24647): GLEDGE f=2151 st=other tr=-5198959.5,-387367.7,4109093.0 tv=572.4,-163840.0,36859.6 |tv|=167936.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.088 I/GK_STDOUT(24647): GLEDGE f=2152 st=other tr=-5198951.0,-390098.3,4109646.0 tv=515.2,-163840.0,33173.6 |tv|=167165.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.103 I/GK_STDOUT(24647): GLEDGE f=2153 st=other tr=-5198944.0,-392829.0,4110211.5 tv=413.7,-163840.0,33934.9 |tv|=167317.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.121 I/GK_STDOUT(24647): GLEDGE f=2154 st=other tr=-5198939.5,-395559.7,4110789.8 tv=272.7,-163840.0,34689.8 |tv|=167472.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.136 I/GK_STDOUT(24647): GLEDGE f=2155 st=other tr=-5198938.0,-398290.3,4111380.2 tv=88.9,-163840.0,35435.5 |tv|=167628.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.154 I/GK_STDOUT(24647): GLEDGE f=2156 st=other tr=-5198940.5,-401021.0,4111983.0 tv=-141.0,-163840.0,36168.3 |tv|=167784.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.169 I/GK_STDOUT(24647): GLEDGE f=2157 st=other tr=-5198947.5,-403751.6,4112597.8 tv=-421.1,-163840.0,36883.4 |tv|=167940.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.187 I/GK_STDOUT(24647): GLEDGE f=2158 st=other tr=-5198960.0,-406482.3,4113224.0 tv=-756.1,-163840.0,37574.4 |tv|=168095.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.203 I/GK_STDOUT(24647): GLEDGE f=2159 st=other tr=-5198979.0,-409212.9,4113861.2 tv=-1150.8,-163840.0,38233.3 |tv|=168245.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.220 I/GK_STDOUT(24647): GLEDGE f=2160 st=other tr=-5199006.0,-411943.6,4114508.8 tv=-1609.5,-163840.0,38849.2 |tv|=168390.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.238 I/GK_STDOUT(24647): GLEDGE f=2161 st=other tr=-5199041.5,-414674.2,4115165.5 tv=-2135.8,-163840.0,39408.6 |tv|=168526.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.253 I/GK_STDOUT(24647): GLEDGE f=2162 st=other tr=-5199087.0,-417404.9,4115830.2 tv=-2732.3,-163840.0,39892.3 |tv|=168648.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.269 I/GK_STDOUT(24647): GLEDGE f=2163 st=other tr=-5199143.5,-420135.6,4116501.5 tv=-3396.2,-163840.0,40278.3 |tv|=168752.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.287 I/GK_STDOUT(24647): GLEDGE f=2164 st=other tr=-5199212.0,-422866.2,4117177.2 tv=-4118.0,-163840.0,40540.7 |tv|=168831.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.304 I/GK_STDOUT(24647): GLEDGE f=2165 st=other tr=-5199293.5,-425596.9,4117854.8 tv=-4877.8,-163840.0,40652.6 |tv|=168878.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.320 I/GK_STDOUT(24647): GLEDGE f=2166 st=other tr=-5199382.0,-428327.5,4118531.8 tv=-5305.5,-163840.0,40614.9 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.338 I/GK_STDOUT(24647): GLEDGE f=2167 st=other tr=-5199476.5,-431058.2,4119207.8 tv=-5674.1,-163840.0,40565.1 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.353 I/GK_STDOUT(24647): GLEDGE f=2168 st=other tr=-5199577.0,-433788.8,4119883.0 tv=-6041.9,-163840.0,40511.9 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.370 I/GK_STDOUT(24647): GLEDGE f=2169 st=other tr=-5199684.0,-436519.5,4120557.2 tv=-6409.8,-163840.0,40455.4 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.386 I/GK_STDOUT(24647): GLEDGE f=2170 st=other tr=-5199797.0,-439250.2,4121230.5 tv=-6776.6,-163840.0,40395.5 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.405 I/GK_STDOUT(24647): GLEDGE f=2171 st=other tr=-5199916.0,-441980.8,4121902.8 tv=-7134.1,-163840.0,40333.9 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.420 I/GK_STDOUT(24647): GLEDGE f=2172 st=other tr=-5200041.0,-444711.5,4122574.0 tv=-7491.0,-163840.0,40269.2 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.438 I/GK_STDOUT(24647): GLEDGE f=2173 st=other tr=-5200172.0,-447442.1,4123244.0 tv=-7848.4,-163840.0,40201.0 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.453 I/GK_STDOUT(24647): GLEDGE f=2174 st=other tr=-5200308.5,-450172.8,4123912.8 tv=-8197.7,-163840.0,40131.3 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.471 I/GK_STDOUT(24647): GLEDGE f=2175 st=other tr=-5200451.0,-452903.4,4124580.5 tv=-8545.4,-163840.0,40058.7 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.487 I/GK_STDOUT(24647): GLEDGE f=2176 st=other tr=-5200599.0,-455634.1,4125247.0 tv=-8885.3,-163840.0,39984.6 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.505 I/GK_STDOUT(24647): GLEDGE f=2177 st=other tr=-5200752.5,-458364.8,4125912.2 tv=-9224.1,-163840.0,39907.9 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.521 I/GK_STDOUT(24647): GLEDGE f=2178 st=other tr=-5200912.0,-461095.4,4126576.0 tv=-9561.1,-163840.0,39828.5 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
